antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'back'}),frozenset({'around'}),0.406345957011259,0.4969293756397134,0.2896622313203685,0.7128463476070529,1.4345023308179006,1.0,0.08773698860904175,1.7519213848336297,0.5102199342025101,0.4720600500417015,0.4291981314589841,0.6478752850290672
frozenset({'beautiful'}),frozenset({'around'}),0.18219037871033777,0.4969293756397134,0.1299897645854657,0.7134831460674157,1.4357837975445213,1.0,0.03945401344537462,1.7558151203162942,0.3711332078483931,0.2367194780987885,0.43046395464469,0.4875345699441095
frozenset({'big'}),frozenset({'around'}),0.20777891504605936,0.4969293756397134,0.1458546571136131,0.7019704433497537,1.4126161135998132,1.0,0.04260321058867776,1.687989037109722,0.36870211704973027,0.26098901098901095,0.40757909084986643,0.49774114340505193
frozenset({'bit'}),frozenset({'around'}),0.17528147389969292,0.4969293756397134,0.14866939611054247,0.8481751824817518,1.7068324475482421,1.0,0.061566882724359354,3.3134940162191957,0.5021342406103294,0.28396871945259045,0.6982037706707458,0.573675644793914
frozenset({'bus'}),frozenset({'around'}),0.1363868986693961,0.4969293756397134,0.1072159672466735,0.7861163227016886,1.5819477801844486,1.0,0.03944131084545363,2.352075813895025,0.42596375850791135,0.20379377431906615,0.5748436363775173,0.5009366371489905
frozenset({'called'}),frozenset({'around'}),0.1394575230296827,0.4969293756397134,0.11310133060388945,0.8110091743119265,1.632041119058192,1.0,0.04380079075648828,2.6618785463723893,0.450030475375493,0.2161369193154034,0.6243254594155692,0.5193047931291868
frozenset({'car'}),frozenset({'around'}),0.14227226202661208,0.4969293756397134,0.10440122824974411,0.7338129496402878,1.476694648400744,1.0,0.03370196191001007,1.889913967191347,0.3763571060882588,0.1952153110047847,0.47087538514458016,0.4719528187954271
frozenset({'catch'}),frozenset({'around'}),0.15609007164790173,0.4969293756397134,0.11745138178096214,0.7524590163934427,1.514217217335517,1.0,0.039885639933412195,2.032272058674006,0.4024040449681659,0.21930243669374105,0.5079398962693663,0.49440664516891497
frozenset({'close'}),frozenset({'around'}),0.1842374616171955,0.4969293756397134,0.13741044012282497,0.7458333333333332,1.5008839684174389,1.0,0.045857433351946336,1.979294259778176,0.4090969627724076,0.2527058823529412,0.494769413360461,0.5111761929282526
frozenset({'cool'}),frozenset({'around'}),0.14150460593654043,0.4969293756397134,0.10747185261003071,0.759493670886076,1.528373463348499,1.0,0.037154057131842,2.0917147012875077,0.40269249875807267,0.20240963855421687,0.5219233295131155,0.48788277777053546
frozenset({'cost'}),frozenset({'around'}),0.15148413510747186,0.4969293756397134,0.10644831115660185,0.7027027027027027,1.4140896818548725,1.0,0.03117139447832387,1.6921466455755096,0.3451099563886054,0.19641170915958453,0.40903467047922804,0.45845742756144403
frozenset({'could'}),frozenset({'around'}),0.2469293756397134,0.4969293756397134,0.18346980552712386,0.7430051813471503,1.4951927130302078,1.0,0.06076334506337683,1.9575127117245028,0.4397859658950085,0.32739726027397265,0.4891476341325857,0.5561060922183744
frozenset({'course'}),frozenset({'around'}),0.1842374616171955,0.4969293756397134,0.12896622313203684,0.7,1.4086508753861997,1.0,0.037413216361158214,1.6769020812009552,0.3556192866105036,0.23354958294717335,0.4036622583926754,0.47976313079299693
frozenset({'definitely'}),frozenset({'around'}),0.1921699078812692,0.4969293756397134,0.1537871033776868,0.800266311584554,1.6104226290795247,1.0,0.05829223103750647,2.5187069259638353,0.4692137536583786,0.2872848948374761,0.6029708777581063,0.5548705399323388
frozenset({'different'}),frozenset({'around'}),0.27686796315250767,0.4969293756397134,0.19959058341862845,0.7208872458410351,1.4506834998696012,1.0,0.06200675935461364,1.8023921044961262,0.4296169270691564,0.3475935828877006,0.4451817684368084,0.5612675158144413
frozenset({'drive'}),frozenset({'around'}),0.17323439099283522,0.4969293756397134,0.12615148413510746,0.7282127031019201,1.4654249452741008,1.0,0.04006622637971187,1.8509718081082276,0.38415250837632137,0.23189087488240825,0.4597432572341321,0.49103735052109393
frozenset({'early'}),frozenset({'around'}),0.16606960081883315,0.4969293756397134,0.11949846468781986,0.7195685670261942,1.4480298454883456,1.0,0.03697360164018065,1.7939166769770662,0.3710219697980161,0.21986817325800379,0.44256050861564955,0.4800211527201002
